symbol,date,adjOpen,adjHigh,adjLow,adjClose,volume
"SLXX.L","2025-12-31","122.03","122.09","121.46","121.69","8108",
"SLXX.L","2025-12-30","121.72","122.15","121.52","121.52","12274",
"SLXX.L","2025-12-29","121.93","121.93","121.37","121.66","15540",
"SLXX.L","2025-12-24","121.9","121.9","121.16","121.46","4214",
"SLXX.L","2025-12-23","121.24","121.7","120.99","121.45","31514",
"SLXX.L","2025-12-22","121.48","121.64","120.99","120.99","9007",
"SLXX.L","2025-12-19","121.28","121.53","120.91","121.14","24726",
"SLXX.L","2025-12-18","121.92","121.92","121.19","121.29","19850",
"SLXX.L","2025-12-17","121.21","121.64","121.04","121.27","16132",
"SLXX.L","2025-12-16","121.14","121.4","120.45","121.09","11864",
"SLXX.L","2025-12-15","120.51","121.54","120.51","121.19","36939",
"SLXX.L","2025-12-12","121.1","121.72","120.85","120.95","27125",
"SLXX.L","2025-12-11","120.99","121.43","120.99","121.13","17212",
"SLXX.L","2025-12-10","121.43","121.43","120.65","120.99","10082",
"SLXX.L","2025-12-09","120.72","121.11","120.63","120.89","14136",
"SLXX.L","2025-12-08","120.88","121.41","120.67","120.79","14509",
"SLXX.L","2025-12-05","121.17","121.57","121.17","121.21","97734",
"SLXX.L","2025-12-04","121.38","121.74","121.2","121.41","27917",
"SLXX.L","2025-12-03","120.88","121.45","120.88","121.32","23723",
"SLXX.L","2025-12-02","121","121.16","120.65","121.09","20005",
"SLXX.L","2025-12-01","121.28","121.28","120.61","120.95","30383",
"SLXX.L","2025-11-28","120.93","121.21","120.41","121.01","6352",
"SLXX.L","2025-11-27","120.49","120.97","120.49","120.92","15181",
"SLXX.L","2025-11-26","120.48","120.93","119.98","120.92","17090",
"SLXX.L","2025-11-25","119.71","120.75","119.54","120.28","6058",
"SLXX.L","2025-11-24","120.2","120.56","119.81","119.93","29954",
"SLXX.L","2025-11-21","119.78","120.18","119.75","119.97","11289",
"SLXX.L","2025-11-20","119.13","120.05","119.11","119.73","8055",
"SLXX.L","2025-11-19","120.25","120.36","119.35","119.37","54135",
"SLXX.L","2025-11-18","119.98","120.29","119.68","119.68","17820",
"SLXX.L","2025-11-17","119.84","120.1","119.62","120.03","11874",
"SLXX.L","2025-11-14","120.18","120.38","119.62","119.62","40858",
"SLXX.L","2025-11-13","120.81","121.23","120.62","120.64","9840",
"SLXX.L","2025-11-12","120.97","121.28","120.38","120.89","13494",
"SLXX.L","2025-11-11","120.7","121.21","120.44","121.14","9047",
"SLXX.L","2025-11-10","121.01","121.01","120.01","120.52","31369",
"SLXX.L","2025-11-07","120.67","121.05","120.26","120.49","18878",
"SLXX.L","2025-11-06","121.08","121.08","120.34","120.72","10504",
"SLXX.L","2025-11-05","120.87","121.39","120.44","120.51","9942",
"SLXX.L","2025-11-04","121.3","121.46","120.73","120.98","12198",
"SLXX.L","2025-11-03","120.95","121.19","120.77","120.77","14054",
"SLXX.L","2025-10-31","120.5","121.14","120.5","120.94","326162",
"SLXX.L","2025-10-30","121.17","121.17","120.57","121.02","14436",
"SLXX.L","2025-10-29","121.28","121.61","120.96","121.19","27053",
"SLXX.L","2025-10-28","120.82","121.33","120.74","120.95","19695",
"SLXX.L","2025-10-27","120.48","121.02","120.07","120.87","20133",
"SLXX.L","2025-10-24","120.61","120.96","120.39","120.59","17204",
"SLXX.L","2025-10-23","120.38","120.94","119.99","120.6","12691",
"SLXX.L","2025-10-22","120.77","120.81","120.1","120.37","21029",
"SLXX.L","2025-10-21","120.3","120.43","119.62","119.93","177975",
"SLXX.L","2025-10-20","119.78","120.11","119.5","119.68","17035",
"SLXX.L","2025-10-17","119.8","120.28","119.4","119.58","15325",
"SLXX.L","2025-10-16","119.57","119.97","119.22","119.91","23150",
"SLXX.L","2025-10-15","119.43","119.77","118.9","119.65","28066",
"SLXX.L","2025-10-14","118.55","119.98","118.55","119.19","18781",
"SLXX.L","2025-10-13","118.73","119.16","118.53","119.04","9879",
"SLXX.L","2025-10-10","118.99","119.02","118.34","118.86","14102",
"SLXX.L","2025-10-09","118.54","119.01","118.42","118.53","25096",
"SLXX.L","2025-10-08","118.77","119.15","118.46","118.76","14940",
"SLXX.L","2025-10-07","118.57","118.89","118.43","118.58","39025",
"SLXX.L","2025-10-06","118.66","119.08","118.25","118.57","20104",
"SLXX.L","2025-10-03","118.83","119.13","118.63","118.69","9849",
"SLXX.L","2025-10-02","118.63","118.63","118.28","118.63","43558",
"SLXX.L","2025-10-01","118.79","118.79","118.26","118.56","19377",
"SLXX.L","2025-09-30","118.48","118.9","118.32","118.5","13717",
"SLXX.L","2025-09-29","118.33","118.71","118.11","118.43","31230",
"SLXX.L","2025-09-26","117.88","118.44","117.88","118.16","12910",
"SLXX.L","2025-09-25","118.57","118.97","117.97","117.97","9836",
"SLXX.L","2025-09-24","118.94","118.95","117.92","118.61","6843",
"SLXX.L","2025-09-23","118.58","118.66","117.86","118.44","16253",
"SLXX.L","2025-09-22","118.12","118.46","117.91","118.12","8983",
"SLXX.L","2025-09-19","118.3","118.56","117.86","118.1","32558",
"SLXX.L","2025-09-18","118.57","119.01","117.98","118.37","3801",
"SLXX.L","2025-09-17","118.08","118.92","118.08","118.48","13686",
"SLXX.L","2025-09-16","118.36","118.89","117.93","118.33","19049",
"SLXX.L","2025-09-15","118.14","118.58","118.1","118.3","8676",
"SLXX.L","2025-09-12","118.38","119.06","117.96","118.03","12104",
"SLXX.L","2025-09-11","118.05","118.49","118.02","118.48","13191",
"SLXX.L","2025-09-10","118.13","118.57","117.87","118","25495",
"SLXX.L","2025-09-09","117.8","118.55","117.63","118.03","9580",
"SLXX.L","2025-09-08","117.67","118.14","117.46","118.1","11061",
"SLXX.L","2025-09-05","117.82","118.02","117","117.89","6424",
"SLXX.L","2025-09-04","117.05","117.43","117.03","117.14","19874",
"SLXX.L","2025-09-03","116.52","117.06","116.31","116.92","7940",
"SLXX.L","2025-09-02","117.02","117.45","116.53","116.55","11384",
"SLXX.L","2025-09-01","117.11","117.81","116.82","117.11","13948",
"SLXX.L","2025-08-29","117.3","117.56","117.11","117.23","19537",
"SLXX.L","2025-08-28","117.39","117.56","116.81","117.49","13586",
"SLXX.L","2025-08-27","117.13","117.54","116.81","117.23","12115",
"SLXX.L","2025-08-26","117.1","117.56","116.83","117.16","16311",
"SLXX.L","2025-08-22","117.24","117.83","116.94","117.57","4915",
"SLXX.L","2025-08-21","117.56","118.19","117.16","117.21","19674",
"SLXX.L","2025-08-20","117.15","117.74","117.11","117.59","42013",
"SLXX.L","2025-08-19","117.75","117.75","116.83","117.23","26749",
"SLXX.L","2025-08-18","117.09","118.03","117.08","117.08","15551",
"SLXX.L","2025-08-15","117.59","118.4","117.4","117.62","10659",
"SLXX.L","2025-08-14","118.26","118.51","117.66","117.85","10370",
"SLXX.L","2025-08-13","117.97","118.37","117.66","118.1","32330",
"SLXX.L","2025-08-12","118.12","118.4","117.59","117.87","68726",
"SLXX.L","2025-08-11","118.42","118.49","117.66","118.14","29136",
"SLXX.L","2025-08-08","118.24","118.35","117.7","117.87","13258",
"SLXX.L","2025-08-07","118.8","118.83","117.91","118.16","46990",
"SLXX.L","2025-08-06","118.62","118.62","118.14","118.41","16054",
"SLXX.L","2025-08-05","118.49","118.91","117.93","118.5","37420",
"SLXX.L","2025-08-04","118.22","118.53","117.86","118.5","31642",
"SLXX.L","2025-08-01","117.61","118.45","117.2","118.27","13998",
"SLXX.L","2025-07-31","117.77","118.42","117.5","117.94","78189",
"SLXX.L","2025-07-30","117.64","118.09","117.18","117.69","55541",
"SLXX.L","2025-07-29","116.95","117.73","116.95","117.48","49461",
"SLXX.L","2025-07-28","117.9","117.9","117.22","117.37","9508",
"SLXX.L","2025-07-25","117.58","117.58","117.08","117.44","8069",
"SLXX.L","2025-07-24","117.61","117.77","116.85","117.48","10711",
"SLXX.L","2025-07-23","117.45","117.85","117.08","117.35","189689",
"SLXX.L","2025-07-22","117.68","117.68","116.73","117.52","11815",
"SLXX.L","2025-07-21","116.53","117.64","116.53","117.19","13389",
"SLXX.L","2025-07-18","117.16","117.16","116.62","116.79","5048",
"SLXX.L","2025-07-17","117.34","117.41","116.6","116.91","16156",
"SLXX.L","2025-07-16","117.5","117.5","116.64","116.85","40291",
"SLXX.L","2025-07-15","117.32","117.87","116.77","116.83","22338",
"SLXX.L","2025-07-14","117.35","117.5","117","117.26","18562",
"SLXX.L","2025-07-11","117.86","117.88","117.09","117.34","11350",
"SLXX.L","2025-07-10","117.5","117.87","117.22","117.41","24417",
"SLXX.L","2025-07-09","117.37","117.57","116.93","117.4","19548",
"SLXX.L","2025-07-08","117.29","117.76","116.98","117.14","33934",
"SLXX.L","2025-07-07","118.18","118.18","117.34","117.42","10767",
"SLXX.L","2025-07-04","117.93","118.37","117.45","117.48","11138",
"SLXX.L","2025-07-03","117.56","118.09","117.12","117.68","15053",
"SLXX.L","2025-07-02","118.57","118.57","116.92","117.11","11448",
"SLXX.L","2025-07-01","118.27","118.56","117.46","118.01","28998",
"SLXX.L","2025-06-30","117.27","118.07","117.26","117.58","19256",
"SLXX.L","2025-06-27","118.24","118.24","117.37","117.67","4943",
"SLXX.L","2025-06-26","117.53","118.11","117.53","117.81","30486",
"SLXX.L","2025-06-25","118.06","118.16","117.27","117.62","43037",
"SLXX.L","2025-06-24","117.16","117.86","117.03","117.69","14258",
"SLXX.L","2025-06-23","117.33","117.58","116.89","117.36","3328",
"SLXX.L","2025-06-20","116.99","117.68","116.92","117.04","47793",
"SLXX.L","2025-06-19","117.39","117.65","116.91","117.06","12167",
"SLXX.L","2025-06-18","116.82","117.42","116.82","117.22","10464",
"SLXX.L","2025-06-17","116.9","117.23","116.54","117.04","22699",
"SLXX.L","2025-06-16","116.77","117.24","116.61","117.18","7681",
"SLXX.L","2025-06-13","117.48","117.57","116.78","116.94","33690",
"SLXX.L","2025-06-12","117.56","117.61","116.83","117.39","108590",
"SLXX.L","2025-06-11","116.99","117.06","116.37","116.69","27435",
"SLXX.L","2025-06-10","116.54","117.03","116.3","116.8","9665",
"SLXX.L","2025-06-09","116.52","116.55","115.69","116.33","11842",
"SLXX.L","2025-06-06","116.48","116.57","115.78","116.06","12462",
"SLXX.L","2025-06-05","116.07","116.58","115.98","116.08","108638",
"SLXX.L","2025-06-04","115.87","116.15","115.58","116.08","10974",
"SLXX.L","2025-06-03","115.85","116.26","115.53","115.79","13492",
"SLXX.L","2025-06-02","116.07","116.07","115.2","115.59","13276",
"SLXX.L","2025-05-30","116.36","116.36","115.26","115.56","50815",
"SLXX.L","2025-05-29","114.52","115.71","114.49","115.61","23513",
"SLXX.L","2025-05-28","114.95","115.93","114.82","115.01","45881",
"SLXX.L","2025-05-27","115.49","115.72","114.85","115.37","222030",
"SLXX.L","2025-05-23","114.85","115.28","114.58","114.95","20414",
"SLXX.L","2025-05-22","115.24","115.24","114.24","114.74","44968",
"SLXX.L","2025-05-21","115.01","115.24","114.38","114.64","24685",
"SLXX.L","2025-05-20","115.6","115.6","114.81","114.92","17823",
"SLXX.L","2025-05-19","115.2","115.46","114.58","115.34","18025",
"SLXX.L","2025-05-16","115.7","115.8","114.91","115.4","13971",
"SLXX.L","2025-05-15","115.08","115.4","114.43","115.13","24526",
"SLXX.L","2025-05-14","114.6","115.4","114.6","114.87","21480",
"SLXX.L","2025-05-13","114.55","115.24","114.55","115","61852",
"SLXX.L","2025-05-12","114.87","115.48","114.59","114.95","47830",
"SLXX.L","2025-05-09","115.14","115.83","114.89","115.39","6599",
"SLXX.L","2025-05-08","115.68","115.91","115.2","115.39","31155",
"SLXX.L","2025-05-07","115.52","115.86","114.79","115.78","40728",
"SLXX.L","2025-05-06","115.33","115.59","114.78","115.42","1248325",
"SLXX.L","2025-05-02","116","116","115.18","115.34","17276",
"SLXX.L","2025-05-01","116.15","116.15","115.26","115.73","14001",
"SLXX.L","2025-04-30","115.25","116.13","115.25","115.65","36923",
"SLXX.L","2025-04-29","115.64","115.81","114.98","115.53","8284",
"SLXX.L","2025-04-28","115.44","115.74","115.03","115.32","19533",
"SLXX.L","2025-04-25","115.09","115.52","114.54","115.23","26998",
"SLXX.L","2025-04-24","114.79","115.38","114.3","115.24","5129",
"SLXX.L","2025-04-23","114.55","115.47","114.25","114.85","34826",
"SLXX.L","2025-04-22","114.21","114.48","113.59","114.48","20565",
"SLXX.L","2025-04-17","114.33","114.44","113.54","113.96","13498",
"SLXX.L","2025-04-16","113.77","114.13","113.59","114.13","14585",
"SLXX.L","2025-04-15","113.49","114.17","112.95","113.48","21518",
"SLXX.L","2025-04-14","113.15","113.81","112.46","113.09","9418",
"SLXX.L","2025-04-11","113.99","113.99","112.24","112.7","118267",
"SLXX.L","2025-04-10","113.8","116.62","110.45","113.57","72892",
"SLXX.L","2025-04-09","111.93","113.27","111.41","111.98","17647",
"SLXX.L","2025-04-08","112.45","113.73","112.45","113.07","33960",
"SLXX.L","2025-04-07","113.49","115.05","112.18","112.61","101576",
"SLXX.L","2025-04-04","114.61","115.55","113.89","114.17","24193",
"SLXX.L","2025-04-03","114.72","115.01","113.81","114.44","5412",
"SLXX.L","2025-04-02","114.53","114.61","113.73","114.05","16721",
"SLXX.L","2025-04-01","114.16","114.63","113.89","114.12","9980",
"SLXX.L","2025-03-31","114.14","114.6","113.73","113.86","72509",
"SLXX.L","2025-03-28","114.1","114.27","113.67","113.99","18932",
"SLXX.L","2025-03-27","114.35","114.63","113.46","113.64","9674",
"SLXX.L","2025-03-26","114.01","114.33","113.59","113.87","42340",
"SLXX.L","2025-03-25","113.59","114.14","113.44","114.01","27690",
"SLXX.L","2025-03-24","113.97","114.63","113.57","113.87","14149",
"SLXX.L","2025-03-21","114.06","114.79","113.81","113.91","47076",
"SLXX.L","2025-03-20","114.53","114.99","114.18","114.41","24335",
"SLXX.L","2025-03-19","114.52","114.73","114.13","114.25","9520",
"SLXX.L","2025-03-18","114.2","114.74","114","114.17","11041",
"SLXX.L","2025-03-17","114.3","114.66","114.01","114.6","16901",
"SLXX.L","2025-03-14","114.22","114.65","113.74","114.28","20701",
"SLXX.L","2025-03-13","114.41","114.69","113.81","114.11","29941",
"SLXX.L","2025-03-12","114.41","115","114.03","114.04","152582",
"SLXX.L","2025-03-11","114.89","115.2","114.29","114.45","30108",
"SLXX.L","2025-03-10","114.68","115.38","114.46","114.82","50596",
"SLXX.L","2025-03-07","114.67","115.17","114.17","114.68","59327",
"SLXX.L","2025-03-06","114.28","114.67","113.91","114.38","8931",
"SLXX.L","2025-03-05","115.21","115.21","114.17","114.41","20498",
"SLXX.L","2025-03-04","115.45","115.75","114.85","115.35","15979",
"SLXX.L","2025-03-03","115.13","115.91","115.02","115.25","17692",
"SLXX.L","2025-02-28","115.61","115.9","115.38","115.61","17969",
"SLXX.L","2025-02-27","116.12","116.15","115.18","115.56","17791",
"SLXX.L","2025-02-26","115.54","115.81","115.08","115.73","57279",
"SLXX.L","2025-02-25","115.27","115.73","115.04","115.59","79936",
"SLXX.L","2025-02-24","114.95","115.57","114.51","115.38","38987",
"SLXX.L","2025-02-21","115.28","115.34","114.71","115.08","131181",
"SLXX.L","2025-02-20","115.33","115.35","114.62","114.74","67809",
"SLXX.L","2025-02-19","114.75","115.44","114.67","114.89","9900",
"SLXX.L","2025-02-18","115.15","115.38","114.9","115.21","8087",
"SLXX.L","2025-02-17","114.95","115.58","114.87","115.47","13038",
"SLXX.L","2025-02-14","115.12","115.86","115.12","115.49","9785",
"SLXX.L","2025-02-13","115.74","115.82","115.17","115.54","14743",
"SLXX.L","2025-02-12","115.83","115.83","115.02","115.33","9119",
"SLXX.L","2025-02-11","115.59","115.74","115.33","115.33","14853",
"SLXX.L","2025-02-10","116.05","116.11","115.17","115.71","14480",
"SLXX.L","2025-02-07","116.31","116.31","115.28","115.56","8837",
"SLXX.L","2025-02-06","116.15","116.27","115.7","115.8","11475",
"SLXX.L","2025-02-05","115.75","115.98","115.33","115.86","15734",
"SLXX.L","2025-02-04","114.87","115.48","114.85","115.24","20888",
"SLXX.L","2025-02-03","114.55","115.64","114.55","115.4","20895",
"SLXX.L","2025-01-31","115.29","115.4","114.86","115.06","12119",
"SLXX.L","2025-01-30","114.59","115.14","114.59","115.02","24933",
"SLXX.L","2025-01-29","114.47","114.91","114.34","114.66","7957",
"SLXX.L","2025-01-28","114.4","114.87","114.32","114.6","22051",
"SLXX.L","2025-01-27","114.47","115","114.3","114.55","15354",
"SLXX.L","2025-01-24","114.57","114.72","113.97","114.45","22863",
"SLXX.L","2025-01-23","114.1","114.76","114.02","114.5","40687",
"SLXX.L","2025-01-22","114.84","114.84","113.8","114.13","38765",
"SLXX.L","2025-01-21","114.2","114.46","113.41","114.23","47486",
"SLXX.L","2025-01-20","113.76","114.5","113.43","113.98","19416",
"SLXX.L","2025-01-17","113.81","114.29","113.75","113.83","5519",
"SLXX.L","2025-01-16","113.39","113.71","113.16","113.63","24502",
"SLXX.L","2025-01-15","112.61","113.52","112.43","113.34","22506",
"SLXX.L","2025-01-14","112.51","112.62","112.01","112.14","24475",
"SLXX.L","2025-01-13","112.64","112.64","111.89","112.11","16405",
"SLXX.L","2025-01-10","112.91","112.91","111.94","112.37","28793",
"SLXX.L","2025-01-09","112.29","112.62","112.17","112.59","24770",
"SLXX.L","2025-01-08","113.28","113.96","112.52","112.73","23865",
"SLXX.L","2025-01-07","114.33","114.33","113.37","113.37","10334",
"SLXX.L","2025-01-06","114.65","114.65","113.59","113.97","123912",
"SLXX.L","2025-01-03","114.49","114.49","114.01","114.07","14508",
"SLXX.L","2025-01-02","114.11","114.55","113.8","114","70640",
"SLXX.L","2024-12-31","114.11","114.3","113.79","114.27","17561",
"SLXX.L","2024-12-30","113.72","114.09","113.43","113.99","16961",
"SLXX.L","2024-12-27","113.24","113.99","113.24","113.68","13762",
"SLXX.L","2024-12-24","114.5","114.5","113.47","114.31","2330",
"SLXX.L","2024-12-23","114.13","114.37","113.62","113.77","14397",
"SLXX.L","2024-12-20","114.06","114.23","113.58","113.95","20103",
"SLXX.L","2024-12-19","113.74","113.94","112.89","113.48","28884",
"SLXX.L","2024-12-18","114.15","114.46","113.48","113.76","17517",
"SLXX.L","2024-12-17","114.65","114.65","113.74","113.83","13341",
"SLXX.L","2024-12-16","114.78","114.82","114.21","114.21","13924",
"SLXX.L","2024-12-13","115.22","115.22","114.15","114.4","24494",
"SLXX.L","2024-12-12","115.29","115.4","113.97","114.76","17439",
"SLXX.L","2024-12-11","115.15","115.15","114.63","114.66","17828",
"SLXX.L","2024-12-10","115.42","115.42","114.5","114.83","34035",
"SLXX.L","2024-12-09","114.75","115.13","114.36","114.94","22685",
"SLXX.L","2024-12-06","114.55","115.04","114.49","114.62","33761",
"SLXX.L","2024-12-05","114.74","114.97","114.4","114.44","33370",
"SLXX.L","2024-12-04","115.07","115.07","114.29","114.55","38821",
"SLXX.L","2024-12-03","115.06","115.06","114.4","114.71","18584",
"SLXX.L","2024-12-02","114.91","115.04","114.39","114.78","12576",
"SLXX.L","2024-11-29","114.7","114.76","114.28","114.76","9420",
"SLXX.L","2024-11-28","113.53","114.31","113.53","114.18","11014",
"SLXX.L","2024-11-27","114.44","114.44","113.87","114.03","10985",
"SLXX.L","2024-11-26","114.04","114.04","113.42","113.75","18385",
"SLXX.L","2024-11-25","113.43","114.01","113.43","113.89","16725",
"SLXX.L","2024-11-22","113.47","113.67","112.55","113.4","8985",
"SLXX.L","2024-11-21","113.57","113.57","112.94","113.01","8659",
"SLXX.L","2024-11-20","112.65","113.3","112.65","112.83","9186",
"SLXX.L","2024-11-19","112.85","113.64","112.85","113.1","21333",
"SLXX.L","2024-11-18","113.23","113.54","112.81","113.03","22687",
"SLXX.L","2024-11-15","113.11","113.29","112.81","113.05","15805",
"SLXX.L","2024-11-14","112.46","113.08","112.24","113","10344",
"SLXX.L","2024-11-13","112.86","113.26","112.63","112.83","22109",
"SLXX.L","2024-11-12","113.64","113.65","112.83","112.86","12219",
"SLXX.L","2024-11-11","113.22","113.71","113.04","113.19","11135",
"SLXX.L","2024-11-08","113.12","113.33","112.86","113.22","14832",
"SLXX.L","2024-11-07","111.87","112.88","111.87","112.68","38900",
"SLXX.L","2024-11-06","112.11","112.6","111.86","112.06","22482",
"SLXX.L","2024-11-05","113.05","113.05","112.25","112.25","35981",
"SLXX.L","2024-11-04","113.41","113.41","112.48","112.48","20708",
"SLXX.L","2024-11-01","112.54","113.37","112.42","113.01","21639",
"SLXX.L","2024-10-31","113.78","113.78","112.29","112.73","20871",
"SLXX.L","2024-10-30","113.6","114.6","113.11","113.7","9835",
"SLXX.L","2024-10-29","114.52","114.52","113.72","113.85","12580",
"SLXX.L","2024-10-28","113.74","114.52","113.74","114.14","26226",
"SLXX.L","2024-10-25","114.61","114.74","113.81","114.28","14903",
"SLXX.L","2024-10-24","114.01","114.39","113.97","114.18","28509",
"SLXX.L","2024-10-23","114.52","114.52","114.18","114.18","22388",
"SLXX.L","2024-10-22","115.17","115.17","114.24","114.62","23333",
"SLXX.L","2024-10-21","115.22","115.25","114.61","114.61","29284",
"SLXX.L","2024-10-18","114.84","115.27","114.84","115.21","21736",
"SLXX.L","2024-10-17","115","115.31","114.82","114.84","24455",
"SLXX.L","2024-10-16","114.8","115.18","114.16","115.18","33814",
"SLXX.L","2024-10-15","113.82","114.25","113.78","114.21","18632",
"SLXX.L","2024-10-14","113.63","114.27","113.45","113.54","21051",
"SLXX.L","2024-10-11","113.45","114.14","113.44","113.67","23874",
"SLXX.L","2024-10-10","114.38","114.38","113.45","113.65","14696",
"SLXX.L","2024-10-09","113.59","113.98","113.59","113.71","16411",
"SLXX.L","2024-10-08","113.6","113.66","113.34","113.56","19397",
"SLXX.L","2024-10-07","113.77","114.21","113.41","113.5","34876",
"SLXX.L","2024-10-04","114.18","114.57","113.65","113.93","19115",
"SLXX.L","2024-10-03","114.62","114.75","114.24","114.46","12695",
"SLXX.L","2024-10-02","114.94","114.94","114.04","114.21","10651",
"SLXX.L","2024-10-01","114.4","114.98","114.27","114.68","18309",
"SLXX.L","2024-09-30","114.25","114.57","114.04","114.24","6574",
"SLXX.L","2024-09-27","114.05","114.71","114.05","114.12","41616",
"SLXX.L","2024-09-26","114.32","114.42","113.85","114.08","96893",
"SLXX.L","2024-09-25","114.43","114.52","114.11","114.23","180277",
"SLXX.L","2024-09-24","113.92","114.72","113.92","114.49","11351",
"SLXX.L","2024-09-23","115.2","115.2","114.24","114.52","12544",
"SLXX.L","2024-09-20","114.81","115.25","114.52","114.74","24251",
"SLXX.L","2024-09-19","114.27","115.1","114.27","114.61","33793",
"SLXX.L","2024-09-18","115.14","115.39","114.63","114.66","12494",
"SLXX.L","2024-09-17","115.57","115.57","115.06","115.13","10439",
"SLXX.L","2024-09-16","115.41","115.47","115.18","115.47","7172",
"SLXX.L","2024-09-13","115.42","115.42","115.11","115.24","5117",
"SLXX.L","2024-09-12","116.01","116.01","114.75","115.14","15257",
"SLXX.L","2024-09-11","115.22","115.46","114.99","115.25","48069",
"SLXX.L","2024-09-10","114.86","114.92","114.54","114.92","47710",
"SLXX.L","2024-09-09","114.52","114.77","113.91","114.77","7255",
"SLXX.L","2024-09-06","114.27","114.84","114.27","114.67","26411",
"SLXX.L","2024-09-05","114.84","114.84","114.25","114.32","7471",
"SLXX.L","2024-09-04","114","114.37","114","114.37","23189",
"SLXX.L","2024-09-03","113.61","114.2","113.08","114.06","6888",
"SLXX.L","2024-09-02","114.3","114.3","113.41","113.54","69681",
"SLXX.L","2024-08-30","113.6","114.25","113.6","114.03","8125",
"SLXX.L","2024-08-29","114.31","114.31","113.67","113.76","31019",
"SLXX.L","2024-08-28","114.18","114.25","113.73","113.73","15895",
"SLXX.L","2024-08-27","114.31","114.31","113.7","113.79","5880",
"SLXX.L","2024-08-23","114.1","114.34","113.89","114.27","19125",
"SLXX.L","2024-08-22","114.63","114.63","113.79","113.86","7493",
"SLXX.L","2024-08-21","114.39","114.39","113.95","114.25","10328",
"SLXX.L","2024-08-20","113.86","114.18","113.86","114.18","12953",
"SLXX.L","2024-08-19","113.77","114.43","113.77","113.93","7609",
"SLXX.L","2024-08-16","114.11","114.34","113.9","113.9","12938",
"SLXX.L","2024-08-15","114.45","114.48","113.92","114.12","10263",
"SLXX.L","2024-08-14","114.52","114.52","114.1","114.45","17139",
"SLXX.L","2024-08-13","113.64","114.06","113.59","113.8","26405",
"SLXX.L","2024-08-12","113.25","113.76","113.25","113.72","3696",
"SLXX.L","2024-08-09","113.39","113.75","113.33","113.5","22648",
"SLXX.L","2024-08-08","113.74","113.74","113.1","113.23","19699",
"SLXX.L","2024-08-07","113.28","113.47","113.02","113.38","20911",
"SLXX.L","2024-08-06","114.19","114.19","113.23","113.23","13310",
"SLXX.L","2024-08-05","113.49","114.57","113.49","113.74","22267",
"SLXX.L","2024-08-02","114.59","114.65","113.95","114.2","13016",
"SLXX.L","2024-08-01","114.31","114.38","113.26","114.15","31731",
"SLXX.L","2024-07-31","113.08","113.76","113.08","113.68","5196",
"SLXX.L","2024-07-30","112.71","113.48","112.71","113.24","10136",
"SLXX.L","2024-07-29","113.44","113.52","113.07","113.15","23636",
"SLXX.L","2024-07-26","112.74","113.29","112.48","113.29","4648",
"SLXX.L","2024-07-25","112.02","113.06","112.02","112.73","8277",
"SLXX.L","2024-07-24","112.77","113.31","112.4","112.53","14130",
"SLXX.L","2024-07-23","112.28","112.96","112.27","112.78","22128",
"SLXX.L","2024-07-22","113.35","113.45","112.6","112.6","6332",
"SLXX.L","2024-07-19","112.95","113.33","112.85","113","6714",
"SLXX.L","2024-07-18","113.76","113.77","113.11","113.38","4797",
"SLXX.L","2024-07-17","112.94","113.38","112.94","113.15","11053",
"SLXX.L","2024-07-16","113.13","113.29","112.99","113.15","10849",
"SLXX.L","2024-07-15","113.53","113.53","112.83","113.04","9688",
"SLXX.L","2024-07-12","112.66","113.1","112.66","113.03","17771",
"SLXX.L","2024-07-11","112.32","113.28","112.32","113.18","12305",
"SLXX.L","2024-07-10","112.06","112.96","112.06","112.66","47330",
"SLXX.L","2024-07-09","113.24","113.24","112.44","112.5","122429",
"SLXX.L","2024-07-08","112.58","113.07","112.51","112.92","8474",
"SLXX.L","2024-07-05","112.81","112.81","112.32","112.64","27802",
"SLXX.L","2024-07-04","111.85","112.36","111.85","112.25","5188",
"SLXX.L","2024-07-03","111.2","112.54","111.2","112.26","21663",
"SLXX.L","2024-07-02","111.81","111.85","111.42","111.68","33258",
"SLXX.L","2024-07-01","111.43","112.17","111.37","111.37","8599",
"SLXX.L","2024-06-28","111.53","112.3","111.53","111.79","5823",
"SLXX.L","2024-06-27","111.85","112.16","111.64","111.99","6008",
"SLXX.L","2024-06-26","112.13","112.28","111.79","112.02","79112",
"SLXX.L","2024-06-25","111.99","112.37","111.99","112.2","41897",
"SLXX.L","2024-06-24","112.46","112.46","111.92","111.98","10488",
"SLXX.L","2024-06-21","112.29","112.47","111.87","111.94","16649",
"SLXX.L","2024-06-20","111.78","112.27","111.54","112.1","7915",
"SLXX.L","2024-06-19","112.07","112.07","111.45","111.86","39832",
"SLXX.L","2024-06-18","111.19","111.97","111.19","111.69","15480",
"SLXX.L","2024-06-17","112.03","112.03","111.28","111.4","9005",
"SLXX.L","2024-06-14","111.62","111.91","111.54","111.83","28997",
"SLXX.L","2024-06-13","111.65","111.67","111.25","111.42","15798",
"SLXX.L","2024-06-12","110.75","111.75","110.75","111.57","23681",
"SLXX.L","2024-06-11","111.13","111.13","110.57","110.68","11554",
"SLXX.L","2024-06-10","110.61","111.01","110.41","110.66","12733",
"SLXX.L","2024-06-07","111.86","111.86","110.95","111.1","9025",
"SLXX.L","2024-06-06","112.13","112.13","111.55","111.72","13911",
"SLXX.L","2024-06-05","111.29","111.88","111.23","111.63","17174",
