symbol,date,adjOpen,adjHigh,adjLow,adjClose,volume
"SLXX.L","2022-09-28","91.41","97.41","91.38","95.86","46711",
"SLXX.L","2022-09-27","96.15","96.76","92.52","92.52","33831",
"SLXX.L","2022-09-26","96.8","96.97","95.38","95.42","39721",
"SLXX.L","2022-09-23","101.38","101.38","97.92","98.25","48228",
"SLXX.L","2022-09-22","102.14","103.9","100.79","100.88","64550",
"SLXX.L","2022-09-21","101.95","103.1","101.95","102.54","21754",
"SLXX.L","2022-09-20","102.83","103.72","102.06","102.29","11920",
"SLXX.L","2022-09-16","103.89","103.89","103.33","103.69","70061",
"SLXX.L","2022-09-15","102.98","104.05","102.98","103.57","32386",
"SLXX.L","2022-09-14","103.15","104.37","102.85","104.12","5046",
"SLXX.L","2022-09-13","103.68","104.11","103.23","103.58","9588",
"SLXX.L","2022-09-12","103.76","104.03","103.07","104.03","24498",
"SLXX.L","2022-09-09","103.05","103.96","102.84","103.47","13742",
"SLXX.L","2022-09-08","103.4","103.88","102.66","102.91","14119",
"SLXX.L","2022-09-07","102.54","103.62","102.51","103.33","9569",
"SLXX.L","2022-09-06","103.98","104.29","102.35","102.77","30654",
"SLXX.L","2022-09-05","103.67","104","103.01","103.83","12735",
"SLXX.L","2022-09-02","104.37","104.68","104","104.31","23038",
"SLXX.L","2022-09-01","104.12","104.7","103.95","104.03","9339",
"SLXX.L","2022-08-31","105.55","106.05","104.66","105.03","23231",
"SLXX.L","2022-08-30","106.37","106.37","105.46","106.06","28454",
"SLXX.L","2022-08-26","107.33","107.86","106.9","107.1","23506",
"SLXX.L","2022-08-25","106.67","107.55","106.65","107.55","13150",
"SLXX.L","2022-08-24","107.02","107.68","106.33","106.66","15526",
"SLXX.L","2022-08-23","108.01","108.4","107.1","107.44","14480",
"SLXX.L","2022-08-22","109.49","109.53","107.78","107.89","11725",
"SLXX.L","2022-08-19","109.24","109.56","108.63","109.04","17755",
"SLXX.L","2022-08-18","110.28","110.28","109.47","109.8","24419",
"SLXX.L","2022-08-17","110.97","111.21","109.89","110.1","17303",
"SLXX.L","2022-08-16","112.33","112.82","111.37","111.37","13442",
"SLXX.L","2022-08-15","111.51","112.85","111.51","112.56","5194",
"SLXX.L","2022-08-12","112.08","112.32","111.55","112.16","14986",
"SLXX.L","2022-08-11","112.87","113.44","112.1","112.3","5402",
"SLXX.L","2022-08-10","112.52","113.45","112.49","112.92","6464",
"SLXX.L","2022-08-09","112.36","113.37","112.36","112.71","6648",
"SLXX.L","2022-08-08","112.11","113.26","112.11","112.83","9868",
"SLXX.L","2022-08-05","112.93","113.61","112.14","112.31","8253",
"SLXX.L","2022-08-04","112.65","113.86","112.65","113.27","6554",
"SLXX.L","2022-08-03","113.69","113.69","112.58","113.36","10513",
"SLXX.L","2022-08-02","114.42","114.91","113.31","113.66","8114",
"SLXX.L","2022-08-01","113.42","114.14","112.74","114.14","28539",
"SLXX.L","2022-07-29","112.92","113.72","112.48","113.72","120595",
"SLXX.L","2022-07-28","110.83","113.07","110.83","112.71","97463",
"SLXX.L","2022-07-27","111.9","112.15","111.12","111.82","192814",
"SLXX.L","2022-07-26","112.46","112.46","111.72","111.93","14275",
"SLXX.L","2022-07-25","111.73","112.38","111.48","112.29","118837",
"SLXX.L","2022-07-22","111.14","112.37","111.14","112.16","118919",
"SLXX.L","2022-07-21","110.43","111.07","109.44","110.81","7847",
"SLXX.L","2022-07-20","109.32","110.57","109.32","110.08","5549",
"SLXX.L","2022-07-19","109.18","110.29","109.12","109.43","14397",
"SLXX.L","2022-07-18","109.97","110","109.15","109.74","4472",
"SLXX.L","2022-07-15","110.48","110.52","109.44","109.92","34610",
"SLXX.L","2022-07-14","109.76","110","109.38","109.8","15205",
"SLXX.L","2022-07-13","110.39","110.39","109.1","109.97","21546",
"SLXX.L","2022-07-12","109.73","110.62","109.73","110.32","12365",
"SLXX.L","2022-07-11","109.8","110.02","109.17","109.68","6827",
"SLXX.L","2022-07-08","109.63","110.01","109.27","109.33","11284",
"SLXX.L","2022-07-07","109.94","109.96","108.93","109.86","37958",
"SLXX.L","2022-07-06","109.81","110.63","109.08","109.79","20735",
"SLXX.L","2022-07-05","109.27","110.13","109.03","109.92","11084",
"SLXX.L","2022-07-04","109.86","109.92","109.29","109.35","11168",
"SLXX.L","2022-07-01","109.17","110.92","108.58","110.4","13586",
"SLXX.L","2022-06-30","107.97","108.92","107.84","108.74","18144",
"SLXX.L","2022-06-29","107.91","108.79","107.22","108.1","7665",
"SLXX.L","2022-06-28","108.26","108.45","107.57","107.95","8564",
"SLXX.L","2022-06-27","109.56","109.69","108.47","108.57","5684",
"SLXX.L","2022-06-24","109.25","109.61","108.84","109.61","7117",
"SLXX.L","2022-06-23","107.84","109.42","107.84","109.33","11904",
"SLXX.L","2022-06-22","107.92","108.47","107.16","108.23","33965",
"SLXX.L","2022-06-21","107.35","107.88","106.83","107.03","17200",
"SLXX.L","2022-06-20","108.52","108.84","107.26","107.42","7029",
"SLXX.L","2022-06-17","108.6","108.82","107.69","107.96","10899",
"SLXX.L","2022-06-16","109.45","109.74","106.78","108.24","13710",
"SLXX.L","2022-06-15","109.39","109.78","108.53","109.48","25865",
"SLXX.L","2022-06-14","109.21","109.37","107.63","107.63","20913",
"SLXX.L","2022-06-13","110.45","110.45","108.12","108.4","10534",
"SLXX.L","2022-06-10","111.58","111.58","109.76","109.76","12235",
"SLXX.L","2022-06-09","112.18","112.18","110.92","111.24","8968",
"SLXX.L","2022-06-08","111.73","112.08","111.7","111.87","9255",
"SLXX.L","2022-06-07","112.05","112.41","111.3","112.41","12158",
"SLXX.L","2022-06-06","111.73","112.37","111.73","111.83","12511",
"SLXX.L","2022-06-01","112.65","112.82","112.35","112.57","5364",
"SLXX.L","2022-05-31","113.73","113.88","112.45","112.45","14881",
"SLXX.L","2022-05-30","113.69","113.89","113.41","113.75","5353",
"SLXX.L","2022-05-27","113.96","114.11","113.12","114.02","30837",
"SLXX.L","2022-05-26","114.13","114.13","113.21","113.62","17888",
"SLXX.L","2022-05-25","113.53","114.04","113.26","113.29","48928",
"SLXX.L","2022-05-24","112.99","113.85","112.98","113.5","24977",
"SLXX.L","2022-05-23","113.05","113.6","112.98","112.98","12724",
"SLXX.L","2022-05-20","113.82","113.82","113.16","113.62","9400",
"SLXX.L","2022-05-19","113.48","114.02","113.17","113.82","24276",
"SLXX.L","2022-05-18","113.8","114.53","113.8","114.14","13690",
"SLXX.L","2022-05-17","114.67","114.99","114.14","114.21","20877",
"SLXX.L","2022-05-16","115.5","115.5","114.66","114.99","16303",
"SLXX.L","2022-05-13","115.09","115.26","114.68","114.98","21088",
"SLXX.L","2022-05-12","114.23","115.3","114.08","114.83","15970",
"SLXX.L","2022-05-11","114.08","114.48","113.37","113.84","73188",
"SLXX.L","2022-05-10","112.64","114.06","112.33","113.92","17940",
"SLXX.L","2022-05-09","112.96","113.05","111.82","112.65","17934",
"SLXX.L","2022-05-06","113.86","114.18","112.92","112.97","29573",
"SLXX.L","2022-05-05","113.45","115.21","113.45","113.95","61306",
"SLXX.L","2022-05-04","113.01","113.55","112.93","112.95","109341",
"SLXX.L","2022-05-03","112.97","113.49","112.46","113.43","14589",
"SLXX.L","2022-04-29","114.64","115.07","113.96","114.08","11125",
"SLXX.L","2022-04-28","114.63","115.56","114.39","114.47","11621",
"SLXX.L","2022-04-27","115.36","115.71","114.63","114.7","23109",
"SLXX.L","2022-04-26","115.43","115.52","114.56","115.4","38633",
"SLXX.L","2022-04-25","114.98","115.59","114.4","114.86","14703",
"SLXX.L","2022-04-22","114.53","114.89","114.13","114.62","10719",
"SLXX.L","2022-04-21","115.39","115.39","114.62","114.82","11434",
"SLXX.L","2022-04-20","114.71","115.69","114.71","115.37","18684",
"SLXX.L","2022-04-19","116.31","116.31","114.68","115.31","40362",
"SLXX.L","2022-04-14","116.68","116.92","115.53","116.28","32072",
"SLXX.L","2022-04-13","115.78","116.79","115.76","116.56","17624",
"SLXX.L","2022-04-12","116.64","116.88","115.54","116.7","32849",
"SLXX.L","2022-04-11","117.54","117.54","116.25","116.33","8729",
"SLXX.L","2022-04-08","117.22","117.87","116.79","117.03","17354",
"SLXX.L","2022-04-07","118.11","118.11","116.97","117.43","35749",
"SLXX.L","2022-04-06","118.05","118.66","117.22","117.61","16594",
"SLXX.L","2022-04-05","119.12","119.31","118.05","118.51","20899",
"SLXX.L","2022-04-04","118.06","119.46","118.06","119.46","13738",
"SLXX.L","2022-04-01","118.23","118.8","117.79","118.35","19570",
"SLXX.L","2022-03-31","118.15","118.52","117.52","118.43","15663",
"SLXX.L","2022-03-30","118.61","118.61","117.49","117.89","25947",
"SLXX.L","2022-03-29","117.61","118.64","117.17","118.17","27070",
"SLXX.L","2022-03-28","117.43","118.02","116.46","117.89","9444",
"SLXX.L","2022-03-25","117.07","117.85","116.82","117.31","33101",
"SLXX.L","2022-03-24","117.39","117.6","116.53","117.6","35212",
"SLXX.L","2022-03-23","116.49","117.24","116.49","116.98","56624",
"SLXX.L","2022-03-22","116.52","117.28","116.39","116.39","19678",
"SLXX.L","2022-03-21","118.31","118.31","117.2","117.4","36084",
"SLXX.L","2022-03-18","118","118.3","117.49","118.22","6605",
"SLXX.L","2022-03-17","116.87","118.06","116.87","117.51","16308",
"SLXX.L","2022-03-16","116.75","117.27","116.1","116.81","7732",
"SLXX.L","2022-03-15","117.07","117.42","116.34","116.63","15741",
"SLXX.L","2022-03-14","117.33","117.6","116.82","116.82","14984",
"SLXX.L","2022-03-11","117.13","118.46","116.92","117.83","17991",
"SLXX.L","2022-03-10","117.95","118.19","116.93","116.93","8656",
"SLXX.L","2022-03-09","117.7","118.29","117.43","117.72","7231",
"SLXX.L","2022-03-08","118.47","119.02","117.25","117.25","15459",
"SLXX.L","2022-03-07","119.51","120.83","118.29","118.42","7741",
"SLXX.L","2022-03-04","119.41","121.02","119.41","120.37","16144",
"SLXX.L","2022-03-03","120.74","120.96","119.26","119.7","8608",
"SLXX.L","2022-03-02","121.2","122.62","120.09","120.73","436628",
"SLXX.L","2022-03-01","118.75","122.01","118.58","121.79","8805",
"SLXX.L","2022-02-28","119.7","119.7","118.24","118.24","9321",
"SLXX.L","2022-02-25","119.6","119.6","118.66","118.69","10600",
"SLXX.L","2022-02-24","119.23","119.44","117.68","117.68","6011",
"SLXX.L","2022-02-23","118.9","119.52","118.9","119.23","9024",
"SLXX.L","2022-02-22","119.97","119.97","118.86","119.23","9410",
"SLXX.L","2022-02-21","120.56","120.56","119.76","120.09","15379",
"SLXX.L","2022-02-18","119.53","120.67","119.5","119.69","9215",
"SLXX.L","2022-02-17","119.56","119.84","119.29","119.59","11215",
"SLXX.L","2022-02-16","118.98","119.44","118.28","119.37","107469",
"SLXX.L","2022-02-15","117.97","119.09","117.77","118.69","42119",
"SLXX.L","2022-02-14","119.6","119.6","117.99","117.99","12440",
"SLXX.L","2022-02-11","119.75","119.75","119.08","119.26","13338",
"SLXX.L","2022-02-10","120.58","120.97","119.42","119.8","68582",
"SLXX.L","2022-02-09","119.59","121.04","119.59","121.04","12789",
"SLXX.L","2022-02-08","118.78","120.26","118.78","120.26","41666",
"SLXX.L","2022-02-07","118.79","119.57","117.98","119.3","66835",
"SLXX.L","2022-02-04","120.2","120.7","118.79","119.08","72220",
"SLXX.L","2022-02-03","122.9","123.4","120.22","120.46","10824",
"SLXX.L","2022-02-02","122.81","123.11","122.45","122.89","13102",
"SLXX.L","2022-02-01","121.61","122.82","121.61","122.5","8199",
"SLXX.L","2022-01-31","122.27","122.96","122","122","5966",
"SLXX.L","2022-01-28","122.89","123.33","122.51","122.68","7650",
"SLXX.L","2022-01-27","123.25","123.52","122.95","123.38","13139",
"SLXX.L","2022-01-26","123.27","124.32","123.27","123.77","23582",
"SLXX.L","2022-01-25","124.45","124.99","124.08","124.08","18352",
"SLXX.L","2022-01-24","124.14","125.23","124.14","124.74","10785",
"SLXX.L","2022-01-21","123.86","124.93","123.86","124.46","9147",
"SLXX.L","2022-01-20","123.73","124.45","123.39","124.15","28757",
"SLXX.L","2022-01-19","124.61","124.61","123.57","123.82","21093",
"SLXX.L","2022-01-18","124.86","124.97","124.42","124.42","11142",
"SLXX.L","2022-01-17","125.84","125.84","125.05","125.17","14750",
"SLXX.L","2022-01-14","126.03","126.03","125.27","125.47","9712",
"SLXX.L","2022-01-13","126.02","126.02","125.39","125.89","4900",
"SLXX.L","2022-01-12","125.62","125.76","125.25","125.59","7908",
"SLXX.L","2022-01-11","125.12","125.61","124.54","125.41","6536",
"SLXX.L","2022-01-10","125.32","125.45","124.73","125.12","16237",
"SLXX.L","2022-01-07","125.65","125.71","125.18","125.18","9826",
"SLXX.L","2022-01-06","125.35","125.75","125.15","125.37","11055",
"SLXX.L","2022-01-05","125.97","126.39","125.87","126.14","16652",
"SLXX.L","2022-01-04","127.34","127.34","125.85","126.17","11266",
"SLXX.L","2021-12-31","126.05","127.31","126.05","126.92","2675",
"SLXX.L","2021-12-30","125.85","127.07","125.85","126.84","2690",
"SLXX.L","2021-12-29","126.72","127.18","126.55","126.55","10079",
"SLXX.L","2021-12-24","127.89","127.89","126.77","127.2","1564",
"SLXX.L","2021-12-23","126.84","127.16","126.71","126.98","10279",
"SLXX.L","2021-12-22","126.78","127.43","126.78","127.13","5805",
"SLXX.L","2021-12-21","128.57","128.57","127.11","127.38","89877",
"SLXX.L","2021-12-20","128.14","128.59","128.14","128.36","102533",
"SLXX.L","2021-12-17","128.78","128.91","128.28","128.55","5976",
"SLXX.L","2021-12-16","128.99","128.99","127.81","128.64","7068",
"SLXX.L","2021-12-15","128.2","129.09","128.2","128.92","10933",
"SLXX.L","2021-12-14","129.11","129.85","128.7","129.14","8408",
"SLXX.L","2021-12-13","129.58","129.58","128.87","129.55","8563",
"SLXX.L","2021-12-10","128.65","129.3","128.62","129.3","6799",
"SLXX.L","2021-12-09","129.17","129.63","128.89","129.04","12985",
"SLXX.L","2021-12-08","129.22","129.72","128.94","128.94","32200",
"SLXX.L","2021-12-07","128.83","129.36","128.48","129.21","146299",
"SLXX.L","2021-12-06","129.13","129.36","128.72","129.36","7597",
"SLXX.L","2021-12-03","128.36","128.74","128.02","128.69","8787",
"SLXX.L","2021-12-02","128.12","128.69","128.01","128.25","23784",
"SLXX.L","2021-12-01","128.41","128.99","127.84","128.35","8970",
"SLXX.L","2021-11-30","127.24","128.63","127.24","128.28","30765",
"SLXX.L","2021-11-29","127.51","127.93","126.93","127.86","16052",
"SLXX.L","2021-11-26","126.66","127.83","126.53","127.74","16353",
"SLXX.L","2021-11-25","126.87","127.25","126.79","127.08","12932",
"SLXX.L","2021-11-24","127.1","127.21","126.41","126.84","20534",
"SLXX.L","2021-11-23","128.02","128.02","126.85","127.03","69179",
"SLXX.L","2021-11-22","128.33","128.34","127.28","127.63","53133",
"SLXX.L","2021-11-19","127.15","128.24","127.13","128.15","5340",
"SLXX.L","2021-11-18","127.35","127.7","127.18","127.36","33517",
"SLXX.L","2021-11-17","127.05","127.06","126.59","126.88","13163",
"SLXX.L","2021-11-16","127.1","127.41","126.77","127.09","6818",
"SLXX.L","2021-11-15","128.07","128.16","127.26","127.38","7652",
"SLXX.L","2021-11-12","128.06","128.06","127.47","127.64","12866",
"SLXX.L","2021-11-11","127.38","127.88","127.38","127.59","212026",
"SLXX.L","2021-11-10","129.06","129.06","127.64","127.64","16262",
"SLXX.L","2021-11-09","128.47","129.03","128.47","129.03","10171",
"SLXX.L","2021-11-08","128.6","128.76","128.12","128.76","4687",
"SLXX.L","2021-11-05","127.61","128.97","127.01","128.95","136935",
"SLXX.L","2021-11-04","125.95","127.54","125.95","127.44","268746",
"SLXX.L","2021-11-03","126.51","126.89","125.88","126.06","41555",
"SLXX.L","2021-11-02","126.69","127.03","126.44","126.76","11972",
"SLXX.L","2021-11-01","126.95","127.09","126.04","126.68","12028",
"SLXX.L","2021-10-29","127.41","127.41","126.5","126.98","14915",
"SLXX.L","2021-10-28","127.36","127.89","127.07","127.27","32549",
"SLXX.L","2021-10-27","125.93","127.46","125.81","127.46","25552",
"SLXX.L","2021-10-26","125.71","125.86","125.25","125.84","17579",
"SLXX.L","2021-10-25","125.65","125.73","124.99","125.46","19660",
"SLXX.L","2021-10-22","124.73","125.46","124.4","125.28","26107",
"SLXX.L","2021-10-21","125.19","125.57","124.41","124.76","20708",
"SLXX.L","2021-10-20","124.99","125.46","124.99","125.24","4754",
"SLXX.L","2021-10-19","125.5","125.8","125.07","125.27","11398",
"SLXX.L","2021-10-18","125.95","125.95","124.82","125.17","6823",
"SLXX.L","2021-10-15","126.13","126.46","125.49","125.69","6352",
"SLXX.L","2021-10-14","125.6","126.09","125.36","126.03","23393",
"SLXX.L","2021-10-13","124.94","125.87","124.52","125.42","21684",
"SLXX.L","2021-10-12","124.26","124.5","123.95","124.49","6761",
"SLXX.L","2021-10-11","124.3","124.64","123.75","124.07","14578",
"SLXX.L","2021-10-08","125.2","125.41","124.2","124.27","174641",
"SLXX.L","2021-10-07","124.86","125.42","124.84","125.2","14606",
"SLXX.L","2021-10-06","124.4","125.51","124.36","124.78","14231",
"SLXX.L","2021-10-05","125.47","126.37","125.13","125.16","6947",
"SLXX.L","2021-10-04","126.8","126.8","125.8","126.12","7717",
"SLXX.L","2021-10-01","126.59","126.74","125.9","126.01","10484",
"SLXX.L","2021-09-30","126.43","126.56","125.79","126.04","11495",
"SLXX.L","2021-09-29","126.5","127.01","126.45","126.48","14963",
"SLXX.L","2021-09-28","126.62","127.41","125.93","126.41","15408",
"SLXX.L","2021-09-27","127.48","127.53","126.86","127.03","8454",
"SLXX.L","2021-09-24","127.84","127.98","127.21","127.41","11844",
"SLXX.L","2021-09-23","128.14","128.98","127.62","127.75","63669",
"SLXX.L","2021-09-22","128.35","129.21","128.3","128.53","68131",
"SLXX.L","2021-09-21","129.21","129.21","128.2","128.75","38249",
"SLXX.L","2021-09-20","128.71","128.71","127.95","128.47","10961",
"SLXX.L","2021-09-17","128.83","128.83","128.31","128.31","8820",
"SLXX.L","2021-09-16","129.7","129.7","128.65","128.82","15119",
"SLXX.L","2021-09-15","129.55","129.62","129.08","129.35","208919",
"SLXX.L","2021-09-14","129.38","129.77","128.93","129.42","29910",
"SLXX.L","2021-09-13","130.02","130.02","129.28","129.42","8168",
"SLXX.L","2021-09-10","129.54","129.59","129.14","129.37","9143",
"SLXX.L","2021-09-09","129.27","129.97","129.14","129.42","7525",
"SLXX.L","2021-09-08","129.38","129.79","129.24","129.28","17842",
"SLXX.L","2021-09-07","129.93","129.93","129.13","129.13","3572",
"SLXX.L","2021-09-06","128.94","130.13","128.94","129.69","6954",
"SLXX.L","2021-09-03","129.48","129.9","129.13","129.34","8561",
"SLXX.L","2021-09-02","129.88","130.06","129.18","129.66","20092",
"SLXX.L","2021-09-01","128.91","129.84","128.91","129.71","10286",
"SLXX.L","2021-08-31","129.26","130.53","129.26","129.57","8053",
"SLXX.L","2021-08-27","129.75","129.99","129.21","129.64","3676",
"SLXX.L","2021-08-26","129.02","129.75","129.02","129.58","9132",
"SLXX.L","2021-08-25","130.33","130.38","129.59","129.82","8856",
"SLXX.L","2021-08-24","130.36","130.43","129.88","130.1","5241",
"SLXX.L","2021-08-23","130.54","130.54","129.9","130.32","6217",
"SLXX.L","2021-08-20","130.47","130.76","130.17","130.49","6720",
"SLXX.L","2021-08-19","130.3","130.64","130.08","130.08","6028",
"SLXX.L","2021-08-18","130.11","130.91","129.78","129.95","8987",
"SLXX.L","2021-08-17","130.37","130.62","130.01","130.11","14012",
"SLXX.L","2021-08-16","130.42","130.42","129.84","130.21","4869",
"SLXX.L","2021-08-13","130.02","130.18","129.75","130.16","7267",
"SLXX.L","2021-08-12","130.78","130.81","129.74","129.97","21728",
"SLXX.L","2021-08-11","130.45","130.62","129.88","130.25","7331",
"SLXX.L","2021-08-10","130.62","130.62","129.66","130.09","4956",
"SLXX.L","2021-08-09","130.26","130.27","129.1","130.05","28235",
"SLXX.L","2021-08-06","130.28","130.85","129.69","129.71","7947",
"SLXX.L","2021-08-05","130.6","131.08","130.31","130.5","20703",
"SLXX.L","2021-08-04","130.79","130.79","130.29","130.57","20906",
"SLXX.L","2021-08-03","130.43","130.43","129.38","130.3","21198",
"SLXX.L","2021-08-02","129.88","130.18","129.46","130","10374",
"SLXX.L","2021-07-30","129.14","130.34","129.14","129.83","58655",
"SLXX.L","2021-07-29","130.11","130.11","129.38","129.69","126648",
"SLXX.L","2021-07-28","130.35","130.37","129.61","129.84","278944",
"SLXX.L","2021-07-27","130.24","130.24","129.23","129.69","4649",
"SLXX.L","2021-07-26","130.23","130.23","129.45","129.57","5290",
"SLXX.L","2021-07-23","129.07","129.85","129.07","129.57","10162",
"SLXX.L","2021-07-22","129.49","129.57","128.77","129.41","7688",
"SLXX.L","2021-07-21","129.73","129.73","128.97","128.97","6353",
"SLXX.L","2021-07-20","130.17","130.17","129.31","129.31","14592",
"SLXX.L","2021-07-19","129.07","129.95","128.8","129.34","20723",
"SLXX.L","2021-07-16","128.56","129.1","128.53","128.83","4099",
"SLXX.L","2021-07-15","128.71","129.54","128.2","128.24","16893",
"SLXX.L","2021-07-14","128.79","129.08","128.43","128.89","22524",
"SLXX.L","2021-07-13","129.09","129.09","128.52","128.93","5379",
"SLXX.L","2021-07-12","128.49","128.95","128.23","128.88","8375",
"SLXX.L","2021-07-09","128.54","129.45","128.1","128.28","12833",
"SLXX.L","2021-07-08","128.89","129.65","128.89","129.04","14251",
"SLXX.L","2021-07-07","129.33","129.37","128.75","129.09","5530",
"SLXX.L","2021-07-06","128.01","128.91","127.99","128.91","18029",
"SLXX.L","2021-07-05","128.2","128.73","127.83","128.1","12080",
"SLXX.L","2021-07-02","127.56","128.47","127.22","128.2","27711",
"SLXX.L","2021-07-01","127.64","128.48","127.48","127.87","12830",
"SLXX.L","2021-06-30","127.54","128.23","127.42","127.73","14692",
"SLXX.L","2021-06-29","127.47","128.27","127.39","127.61","14935",
"SLXX.L","2021-06-28","127.81","127.81","126.93","127.56","11257",
"SLXX.L","2021-06-25","127.6","127.96","127.2","127.33","33192",
"SLXX.L","2021-06-24","127.05","127.6","126.4","127.6","8442",
"SLXX.L","2021-06-23","126.66","127.26","126.66","127.04","19694",
"SLXX.L","2021-06-22","126.5","127.34","126.5","126.87","5782",
"SLXX.L","2021-06-21","127.03","127.89","127","127.31","9209",
"SLXX.L","2021-06-18","126.91","127.45","126.38","127.32","33323",
"SLXX.L","2021-06-17","126.49","127.36","126.3","126.85","16015",
"SLXX.L","2021-06-16","126.68","127.42","126.68","127.21","290651",
"SLXX.L","2021-06-15","127.37","127.37","126.93","127.08","18563",
"SLXX.L","2021-06-14","127.63","127.64","127.03","127.2","8282",
"SLXX.L","2021-06-11","126.97","127.57","126.47","127.47","15437",
"SLXX.L","2021-06-10","127.14","127.38","126.59","126.92","14649",
"SLXX.L","2021-06-09","126.34","127.19","126.34","127","8545",
"SLXX.L","2021-06-08","126.91","126.92","126.19","126.65","18020",
"SLXX.L","2021-06-07","126.88","127.14","126.15","126.19","10352",
"SLXX.L","2021-06-04","126.03","126.59","125.68","126.36","22435",
"SLXX.L","2021-06-03","126.17","126.46","125.87","125.91","9903",
"SLXX.L","2021-06-02","126.52","126.62","125.99","126.59","6964",
"SLXX.L","2021-06-01","126.57","127.23","126.03","126.29","27376",
"SLXX.L","2021-05-28","126.55","126.69","126.02","126.61","10916",
"SLXX.L","2021-05-27","126.88","127.48","125.91","125.91","20797",
"SLXX.L","2021-05-26","126.55","126.94","126.17","126.76","11884",
"SLXX.L","2021-05-25","125.82","127.04","125.82","126.22","18945",
"SLXX.L","2021-05-24","126.16","126.36","125.82","126.3","9703",
"SLXX.L","2021-05-21","125.88","126.14","125.57","126.07","16362",
"SLXX.L","2021-05-20","125.54","126.06","125.18","125.99","9757",
"SLXX.L","2021-05-19","125.81","125.89","125.13","125.68","74049",
"SLXX.L","2021-05-18","125.08","126.03","125.08","125.89","41822",
"SLXX.L","2021-05-17","125.59","126.4","125.39","125.99","61926",
"SLXX.L","2021-05-14","125.35","126.01","125.22","125.96","22173",
"SLXX.L","2021-05-13","125.57","125.57","124.86","125.07","34105",
"SLXX.L","2021-05-12","126.01","126.59","125.21","125.21","45131",
"SLXX.L","2021-05-11","127.09","127.09","125.81","126.07","11979",
"SLXX.L","2021-05-10","127.19","127.19","126.23","126.59","20392",
"SLXX.L","2021-05-07","126.91","127.42","126.52","126.9","12799",
"SLXX.L","2021-05-06","127.24","127.24","126.26","126.71","9606",
"SLXX.L","2021-05-05","126.24","126.99","126.24","126.59","25290",
"SLXX.L","2021-05-04","126.4","126.96","126.07","126.64","20642",
"SLXX.L","2021-04-30","126.3","126.73","126.07","126.19","36061",
"SLXX.L","2021-04-29","126.92","126.92","126.06","126.26","54920",
"SLXX.L","2021-04-28","126.73","127.22","126.12","126.61","46389",
"SLXX.L","2021-04-27","126.79","127.07","126.59","126.81","20710",
"SLXX.L","2021-04-26","126.9","127.07","126.51","126.84","18592",
"SLXX.L","2021-04-23","127.12","127.85","126.74","126.88","13238",
"SLXX.L","2021-04-22","126.86","127.58","126.57","127.09","14499",
"SLXX.L","2021-04-21","127.08","127.22","126.59","126.76","15759",
"SLXX.L","2021-04-20","126.94","127.13","126.39","127.13","15254",
"SLXX.L","2021-04-19","127.14","127.14","126.47","126.87","11058",
"SLXX.L","2021-04-16","126.73","127.38","126.62","127.17","20470",
"SLXX.L","2021-04-15","126.47","127.17","125.96","126.96","21138",
"SLXX.L","2021-04-14","127.22","127.22","126.27","126.48","7349",
"SLXX.L","2021-04-13","126.44","126.74","126.03","126.62","37413",
"SLXX.L","2021-04-12","126.23","126.89","125.94","126.53","22641",
"SLXX.L","2021-04-09","126.53","126.75","126.04","126.5","12698",
"SLXX.L","2021-04-08","126","126.63","125.97","126.63","21575",
"SLXX.L","2021-04-07","125.27","126.29","125.27","125.87","14756",
"SLXX.L","2021-04-06","125.57","126.09","125.35","125.82","27323",
"SLXX.L","2021-04-01","125.58","125.94","125.08","125.84","34322",
"SLXX.L","2021-03-31","125.17","125.95","124.9","125.67","169691",
"SLXX.L","2021-03-30","125.69","125.86","124.81","124.81","18109",
"SLXX.L","2021-03-29","126.19","126.56","125.65","126.05","18986",
"SLXX.L","2021-03-26","126.18","126.8","125.67","125.95","106099",
"SLXX.L","2021-03-25","126.37","126.48","125.98","126.4","21126",
"SLXX.L","2021-03-24","125.95","126.66","125.67","125.98","17088",
"SLXX.L","2021-03-23","124.97","125.72","124.97","125.63","90878",
"SLXX.L","2021-03-22","124.81","125.28","124.6","125.01","17140",
"SLXX.L","2021-03-19","124.53","125.21","124.34","124.79","24043",
"SLXX.L","2021-03-18","124.37","125.12","124.09","124.39","38408",
"SLXX.L","2021-03-17","125.59","125.97","124.78","125.04","20257",
"SLXX.L","2021-03-16","125.11","125.99","125.11","125.54","25499",
"SLXX.L","2021-03-15","125.35","126.2","125.15","125.8","14130",
"SLXX.L","2021-03-12","126.32","126.62","125.24","125.58","19149",
"SLXX.L","2021-03-11","126.73","127.33","125.89","126.67","17373",
"SLXX.L","2021-03-10","126.62","126.82","126.18","126.6","92635",
"SLXX.L","2021-03-09","125.65","126.89","125.65","126.55","94773",
"SLXX.L","2021-03-08","125.77","126.65","125.77","126.58","31345",
"SLXX.L","2021-03-05","126.87","126.87","125.8","126.48","34231",
"SLXX.L","2021-03-04","126.24","126.9","125.96","126.61","59935",
"SLXX.L","2021-03-03","127.09","127.09","125.92","125.99","28419",
"SLXX.L","2021-03-02","125.85","127.18","125.85","126.7","33523",
"SLXX.L","2021-03-01","125.75","126.54","125.54","126.44","38035",
"SLXX.L","2021-02-26","125.91","126.2","125.17","125.63","27748",
